Boat Type Main,Length,Width,Material,Boat Condition,Engine Type,Country,Price_Range_€,Price_Eur,N. views 7d grouped,N. views last 7d,Age Group,Year Built,F1
Motor Yacht,21,2,Unknown,Used boat,Unknown,France,300K-1M,900000,Low (1-70),70,2001-2010,2009,6960
Flybridge,16,5,GRP,Used boat,Unknown,Italy,150K-300K,250000,Low (1-70),70,1991-2000,1996,6961
Flybridge,9,3,PVC,Used boat,Unknown,Cyprus,50K-150K,65000,Low (1-70),70,2001-2010,2009,6962
Trawler,12,4,Unknown,Used boat,Unknown,United Kingdom,lower_50K,42847.5,Low (1-70),70,1976-1990,1986,6963
Trawler,14,4,GRP,Used boat,Unknown,Croatia,300K-1M,350000,Low (1-70),70,2016-2020,2015,6964
Motor Yacht,14,4,Unknown,Unknown,Diesel,Germany,300K-1M,550000,Low (1-70),70,2011-2015,2011,6965
Motor Yacht,18,5,GRP,Used boat,Unknown,United Kingdom,150K-300K,217495.65,Low (1-70),70,1991-2000,1995,6966
Flybridge,12,4,GRP,Used boat,Unknown,Croatia,150K-300K,154000,Low (1-70),70,2001-2010,2006,6967
Motor Yacht,12,4,GRP,Used boat,Unknown,Croatia,50K-150K,79000,Low (1-70),69,1976-1990,1981,6968
Motor Yacht,23,6,Steel,Used boat,Unknown,Netherlands,300K-1M,980000,Low (1-70),69,2011-2015,2014,6969
Flybridge,13,4,Unknown,Used boat,Unknown,Italy,150K-300K,260000,Low (1-70),69,2011-2015,2011,6970
Mega Yacht,19,5,Unknown,Used boat,Unknown,Malta,Higher_1M,1340000,Low (1-70),69,2016-2020,2017,6971
Motor Yacht,24,6,GRP,Used boat,Unknown,Italy,Higher_1M,1220000,Low (1-70),69,2001-2010,2007,6972
Pilothouse,7,3,PVC,new boat from stock,Unknown,Spain,50K-150K,86990,Low (1-70),69,2016-2020,2019,6973
Motor Yacht,19,5,Unknown,new boat from stock,Unknown,United Arab Emirates,Higher_1M,1335000,Low (1-70),69,Unknown,2020,6974
Motor Yacht,14,4,GRP,Used boat,Unknown,Spain,150K-300K,180000,Low (1-70),69,2001-2010,2005,6975
Pilothouse,9,3,PVC,Used boat,Unknown,France,50K-150K,55000,Low (1-70),69,2011-2015,2011,6976
Motor Yacht,12,4,GRP,Used boat,Unknown,Croatia,150K-300K,185000,Low (1-70),69,2001-2010,2009,6977
Motor Yacht,13,4,GRP,Used boat,Unknown,Netherlands,150K-300K,229000,Low (1-70),69,2001-2010,2007,6978
Hardtop,12,3,Unknown,new boat from stock,Unknown,Spain,300K-1M,371821,Low (1-70),69,2016-2020,2019,6979
Sport Boat,5,2,GRP,Used boat,Unknown,Italy,lower_50K,3500,Low (1-70),69,2001-2010,2004,6980
Fishing Boat,4,1,Aluminium,new boat from stock,Unknown,Germany,lower_50K,3999,Low (1-70),69,2016-2020,2019,6981
Pilothouse,8,3,PVC,Used boat,Unknown,France,lower_50K,35000,Low (1-70),69,2001-2010,2003,6982
Pilothouse,8,3,PVC,Used boat,Unknown,France,50K-150K,74500,Low (1-70),69,2016-2020,2019,6983
Pontoon Boat,6,2,GRP,new boat from stock,Unknown,Italy,lower_50K,24900,Low (1-70),69,2016-2020,2019,6984
Hardtop,12,4,PVC,Used boat,Unknown,France,150K-300K,238000,Low (1-70),69,2016-2020,2016,6985
Cabin Boat,8,3,Unknown,Used boat,Unknown,United Kingdom,50K-150K,56550,Low (1-70),69,2001-2010,2008,6986
Center console boat,8,3,GRP,Used boat,Unknown,Germany,50K-150K,59000,Low (1-70),69,2001-2010,2004,6987
Classic,8,3,Wood,Used boat,Unknown,Netherlands,lower_50K,24900,Low (1-70),69,1900-1975,1937,6988
Motor Yacht,20,1,GRP,Used boat,Unknown,Greece,300K-1M,345000,Low (1-70),69,2001-2010,2003,6989
Motor Yacht,17,5,GRP,Used boat,Unknown,Croatia,300K-1M,345000,Low (1-70),69,2001-2010,2006,6990
Sport Boat,9,3,GRP,new boat from stock,Unknown,Germany,50K-150K,111600,Low (1-70),69,2016-2020,2019,6991
Sport Boat,8,2,GRP,Used boat,Unknown,Italy,lower_50K,25000,Low (1-70),69,1991-2000,1995,6992
Bowrider,6,3,GRP,new boat from stock,Unknown,Germany,50K-150K,60753,Low (1-70),69,Unknown,2021,6993
Sport Boat,8,3,Unknown,new boat from stock,Unknown,France,150K-300K,161751,Low (1-70),69,Unknown,2020,6994
Flybridge,17,4,GRP,Used boat,Unknown,Croatia,300K-1M,439000,Low (1-70),69,2001-2010,2006,6995
Hardtop,13,4,Unknown,Used boat,Unknown,Italy,300K-1M,325000,Low (1-70),69,2016-2020,2015,6996
Flybridge,17,5,GRP,Used boat,Unknown,Spain,300K-1M,999630,Low (1-70),69,2016-2020,2019,6997
Trawler,10,4,PVC,Used boat,Unknown,France,150K-300K,185000,Low (1-70),69,2016-2020,2016,6998
Trawler,12,4,Steel,Used boat,Unknown,Netherlands,50K-150K,75000,Low (1-70),69,1991-2000,1994,6999
Motor Yacht,11,4,GRP,Used boat,Unknown,France,50K-150K,75000,Low (1-70),69,1991-2000,1999,7000
Flybridge,12,4,Unknown,Used boat,Unknown,Italy,50K-150K,75000,Low (1-70),69,1976-1990,1987,7001
Bowrider,7,3,GRP,new boat from stock,Unknown,Germany,50K-150K,55900,Low (1-70),69,Unknown,2020,7002
Motor Yacht,21,5,Unknown,Used boat,Unknown,Italy,300K-1M,428400,Low (1-70),69,2001-2010,2004,7003
Offshore Boat,11,3,GRP,Used boat,Unknown,Germany,150K-300K,189000,Low (1-70),69,2016-2020,2018,7004
Motor Yacht,22,5,GRP,Used boat,Unknown,Greece,300K-1M,870000,Low (1-70),69,2001-2010,2008,7005
Sport Boat,9,3,PVC,Used boat,Unknown,France,150K-300K,159000,Low (1-70),69,2016-2020,2018,7006
Motor Yacht,16,4,GRP,Used boat,Unknown,Spain,300K-1M,645000,Low (1-70),69,2011-2015,2014,7007
Trawler,14,4,GRP,Used boat,Unknown,Germany,300K-1M,365000,Low (1-70),69,2001-2010,2001,7008
Pilothouse,7,3,PVC,Used boat,Unknown,France,lower_50K,33500,Low (1-70),69,2001-2010,2008,7009
Motor Yacht,13,4,GRP,Used boat,Unknown,Spain,150K-300K,173130,Low (1-70),69,2001-2010,2008,7010
Flybridge,14,4,PVC,Used boat,Unknown,Spain,150K-300K,205000,Low (1-70),69,2001-2010,2006,7011
Hardtop,16,4,GRP,new boat from stock,Unknown,Denmark,Higher_1M,22324050,Low (1-70),69,2001-2010,2008,7012
Deck Boat,6,2,PVC,Used boat,Unknown,France,lower_50K,30900,Low (1-70),69,2016-2020,2018,7013
Motor Yacht,13,4,GRP,Used boat,Unknown,Germany,50K-150K,86000,Low (1-70),69,1976-1990,1987,7014
Motor Yacht,16,5,Steel,Used boat,Unknown,Netherlands,300K-1M,319000,Low (1-70),69,2001-2010,2006,7015
Sport Boat,10,3,PVC,new boat from stock,Unknown,Spain,150K-300K,198863,Low (1-70),69,2016-2020,2019,7016
Flybridge,24,6,GRP,Used boat,Unknown,Italy,300K-1M,760000,Low (1-70),69,2001-2010,2000,7017
Pilothouse,8,3,GRP,new boat on order,Unknown,Germany,lower_50K,39151,Low (1-70),69,Unknown,2020,7018
Runabout,9,3,Unknown,Used boat,Unknown,Netherlands,50K-150K,69500,Low (1-70),69,2001-2010,2003,7019
Trawler,9,3,Steel,Used boat,Unknown,Germany,lower_50K,29990,Low (1-70),69,1976-1990,1985,7020
Trawler,22,5,Steel,Used boat,Unknown,Turkey,300K-1M,600000,Low (1-70),69,2001-2010,2003,7021
Motor Yacht,14,4,GRP,Used boat,Unknown,France,300K-1M,349000,Low (1-70),69,2011-2015,2013,7022
Flybridge,18,5,Unknown,Used boat,Unknown,Italy,300K-1M,330000,Low (1-70),69,2001-2010,2008,7023
Flybridge,20,5,PVC,Used boat,Unknown,Greece,300K-1M,775000,Low (1-70),69,2011-2015,2010,7024
Motor Yacht,11,3,Aluminium,Used boat,Unknown,Estonia,150K-300K,197431,Low (1-70),69,2016-2020,2018,7025
Runabout,9,3,Wood,Used boat,Unknown,France,50K-150K,69500,Low (1-70),69,2001-2010,2001,7026
Flybridge,20,5,Unknown,Used boat,Unknown,Italy,300K-1M,750000,Low (1-70),69,2001-2010,2007,7027
Motor Yacht,15,4,Unknown,Used boat,Unknown,Italy,150K-300K,178000,Low (1-70),69,2001-2010,2006,7028
Flybridge,9,3,GRP,Used boat,Unknown,Croatia,50K-150K,68000,Low (1-70),69,2001-2010,2002,7029
Center console boat,6,2,PVC,new boat from stock,Unknown,France,lower_50K,37500,Low (1-70),69,Unknown,2020,7030
Flybridge,11,4,Unknown,Used boat,Unknown,Italy,50K-150K,79000,Low (1-70),69,1991-2000,1991,7031
Motor Yacht,12,4,GRP,Used boat,Unknown,Croatia,50K-150K,113000,Low (1-70),69,2001-2010,2007,7032
Motor Yacht,21,6,Unknown,Unknown,Diesel,Croatia,300K-1M,449000,Low (1-70),69,2001-2010,2003,7033
Flybridge,18,5,GRP,Used boat,Unknown,Greece,300K-1M,389000,Low (1-70),69,2001-2010,2003,7034
Flybridge,13,4,GRP,new boat from stock,Unknown,Denmark,Higher_1M,21540750,Low (1-70),69,2011-2015,2011,7035
Motor Yacht,11,4,Unknown,Used boat,Unknown,Italy,50K-150K,92000,Low (1-70),69,2001-2010,2009,7036
Motor Yacht,15,4,GRP,Used boat,Unknown,Italy,150K-300K,169000,Low (1-70),69,2001-2010,2006,7037
Sport Boat,9,3,PVC,new boat from stock,Unknown,Spain,50K-150K,104300,Low (1-70),69,2016-2020,2019,7038
Fishing Boat,8,2,GRP,Used boat,Unknown,Italy,lower_50K,26000,Low (1-70),69,1991-2000,1990,7039
Motor Yacht,10,4,GRP,Used boat,Unknown,Slovenia,50K-150K,120000,Low (1-70),69,1976-1990,1979,7040
Motor Yacht,12,4,GRP,Used boat,Unknown,Croatia,150K-300K,179000,Low (1-70),69,2001-2010,2008,7041
Trawler,15,4,Steel,Used boat,Unknown,Netherlands,150K-300K,225000,Low (1-70),69,1991-2000,1995,7042
Trawler,11,4,Steel,Used boat,Unknown,Netherlands,50K-150K,119000,Low (1-70),68,2001-2010,2006,7043
Motor Yacht,17,5,GRP,Used boat,Unknown,Croatia,300K-1M,375000,Low (1-70),68,2001-2010,2008,7044
Flybridge,11,3,PVC,Used boat,Unknown,France,50K-150K,90000,Low (1-70),68,2001-2010,2005,7045
Deck Boat,7,3,GRP,new boat from stock,Unknown,Germany,lower_50K,38999,Low (1-70),68,Unknown,2020,7046
Hardtop,19,5,Unknown,Used boat,Unknown,Germany,Higher_1M,2950000,Low (1-70),68,2016-2020,2018,7047
Pilothouse,9,3,Unknown,Used boat,Unknown,France,50K-150K,75000,Low (1-70),68,2011-2015,2014,7048
Trawler,17,5,Unknown,Used boat,Unknown,France,300K-1M,495000,Low (1-70),68,2001-2010,2009,7049
Flybridge,13,4,Unknown,Used boat,Unknown,Croatia,300K-1M,389000,Low (1-70),68,2016-2020,2016,7050
Bowrider,6,2,Unknown,new boat on order,Unknown,Germany,50K-150K,58900,Low (1-70),68,Unknown,2020,7051
Working Boat,28,6,Steel,Used boat,Unknown,Netherlands,50K-150K,119500,Low (1-70),68,1900-1975,1942,7052
Flybridge,13,4,GRP,Used boat,Unknown,Italy,50K-150K,150000,Low (1-70),68,2001-2010,2004,7053
Flybridge,20,5,PVC,Used boat,Unknown,Spain,300K-1M,375000,Low (1-70),68,2001-2010,2002,7054
Center console boat,8,3,PVC,Used boat,Unknown,France,50K-150K,74000,Low (1-70),68,2016-2020,2016,7055
Motor Yacht,10,3,Unknown,new boat from stock,Unknown,Denmark,Higher_1M,10533520,Low (1-70),68,Unknown,2020,7056
Trawler,16,5,Steel,Used boat,Unknown,Netherlands,50K-150K,59500,Low (1-70),68,1900-1975,1947,7057
Flybridge,24,6,Unknown,Used boat,Unknown,Italy,Higher_1M,2300000,Low (1-70),68,2011-2015,2013,7058
Flybridge,10,3,PVC,Used boat,Unknown,France,50K-150K,59000,Low (1-70),68,2001-2010,2006,7059
Flybridge,19,5,GRP,Used boat,Unknown,Croatia,300K-1M,549000,Low (1-70),68,2001-2010,2006,7060
Trawler,10,3,Steel,Used boat,Unknown,Netherlands,lower_50K,26500,Low (1-70),68,1976-1990,1985,7061
Trawler,13,4,Steel,Unknown,Diesel,Germany,50K-150K,73990,Low (1-70),68,1991-2000,1990,7062
Motor Yacht,10,3,Unknown,Used boat,Unknown,Italy,50K-150K,89000,Low (1-70),68,2001-2010,2005,7063
Sport Boat,8,3,GRP,new boat from stock,Unknown,Germany,50K-150K,101500,Low (1-70),68,2016-2020,2019,7064
Pilothouse,8,3,PVC,Used boat,Unknown,France,lower_50K,44500,Low (1-70),68,2016-2020,2018,7065
Motor Yacht,20,5,GRP,Used boat,Unknown,Croatia,150K-300K,279000,Low (1-70),68,2001-2010,2007,7066
Pilothouse,8,3,Unknown,Used boat,Unknown,France,lower_50K,49900,Low (1-70),68,2016-2020,2017,7067
Trawler,13,4,Steel,Used boat,Unknown,France,50K-150K,145000,Low (1-70),68,1991-2000,1998,7068
Motor Yacht,23,6,GRP,Used boat,Unknown,Italy,300K-1M,750000,Low (1-70),68,2001-2010,2008,7069
Hardtop,11,3,GRP,Used boat,Unknown,Italy,50K-150K,90000,Low (1-70),68,2001-2010,2008,7070
Motor Yacht,14,4,Unknown,new boat from stock,Unknown,Denmark,Higher_1M,23662374,Low (1-70),68,Unknown,2020,7071
Motor Yacht,14,4,Unknown,Used boat,Unknown,Croatia,50K-150K,145000,Low (1-70),68,2001-2010,2006,7072
Hardtop,11,4,GRP,Used boat,Unknown,Estonia,150K-300K,265000,Low (1-70),68,2016-2020,2017,7073
Motor Yacht,17,5,GRP,Used boat,Unknown,Croatia,300K-1M,470000,Low (1-70),68,2001-2010,2000,7074
Deck Boat,8,3,PVC,new boat from stock,Unknown,France,50K-150K,81000,Low (1-70),68,Unknown,2020,7075
Hardtop,20,5,GRP,Used boat,Unknown,Croatia,300K-1M,849000,Low (1-70),68,2011-2015,2010,7076
Offshore Boat,11,3,GRP,Used boat,Unknown,Italy,50K-150K,135000,Low (1-70),68,2001-2010,2004,7077
Deck Boat,6,2,Unknown,new boat from stock,Unknown,Italy,lower_50K,29500,Low (1-70),68,2016-2020,2019,7078
Motor Yacht,20,5,GRP,Used boat,Unknown,France,300K-1M,879000,Low (1-70),68,2001-2010,2009,7079
Motor Yacht,22,4,Steel,Used boat,Unknown,United Kingdom,50K-150K,108750,Low (1-70),68,1900-1975,1910,7080
Motor Yacht,15,4,GRP,Used boat,Unknown,France,300K-1M,438000,Low (1-70),68,2011-2015,2010,7081
Flybridge,18,5,GRP,Used boat,Unknown,Italy,300K-1M,440000,Low (1-70),68,2001-2010,2009,7082
Flybridge,18,5,PVC,Used boat,Unknown,Netherlands,Higher_1M,1150000,Low (1-70),68,2016-2020,2019,7083
Motor Yacht,11,3,GRP,Used boat,Unknown,Italy,50K-150K,78000,Low (1-70),68,2001-2010,2004,7084
Trawler,18,4,Steel,Used boat,Unknown,Netherlands,50K-150K,62000,Low (1-70),68,1900-1975,1908,7085
Flybridge,19,6,GRP,Used boat,Unknown,Italy,300K-1M,330000,Low (1-70),68,1991-2000,1996,7086
Motor Yacht,13,4,GRP,Used boat,Unknown,Poland,300K-1M,321030,Low (1-70),68,2016-2020,2017,7087
Motor Yacht,10,4,GRP,new boat from stock,Unknown,Germany,150K-300K,242750,Low (1-70),68,2016-2020,2019,7088
Motor Yacht,14,4,GRP,Used boat,Unknown,Spain,300K-1M,330000,Low (1-70),68,2001-2010,2009,7089
Pilothouse,9,3,PVC,new boat from stock,Unknown,France,50K-150K,150000,Low (1-70),68,Unknown,2020,7090
Hardtop,11,4,PVC,Used boat,Unknown,France,50K-150K,55000,Low (1-70),68,1976-1990,1989,7091
Sport Boat,9,3,Unknown,Used boat,Unknown,Italy,50K-150K,79000,Low (1-70),68,2001-2010,2008,7092
Center console boat,8,3,Unknown,Used boat,Unknown,France,50K-150K,66000,Low (1-70),68,Unknown,2020,7093
Deck Boat,5,2,PVC,Used boat,Unknown,France,lower_50K,14900,Low (1-70),68,2016-2020,2017,7094
Sport Boat,7,3,GRP,new boat from stock,Unknown,Germany,lower_50K,48900,Low (1-70),68,Unknown,2020,7095
Sport Boat,10,3,PVC,new boat from stock,Unknown,France,150K-300K,199900,Low (1-70),68,2016-2020,2019,7096
Motor Yacht,22,5,GRP,Used boat,Unknown,Germany,300K-1M,695000,Low (1-70),68,2001-2010,2003,7097
Motor Yacht,14,4,GRP,Used boat,Unknown,Croatia,300K-1M,325000,Low (1-70),68,2011-2015,2012,7098
Motor Yacht,18,5,GRP,Used boat,Unknown,Italy,50K-150K,110000,Low (1-70),68,1900-1975,1974,7099
Launch,6,3,GRP,new boat from stock,Unknown,Germany,50K-150K,55823,Low (1-70),68,Unknown,2020,7100
Flybridge,12,4,PVC,Used boat,Unknown,France,150K-300K,253000,Low (1-70),68,2011-2015,2011,7101
Cabin Boat,9,3,Unknown,Used boat,Unknown,Italy,50K-150K,55500,Low (1-70),68,2001-2010,2008,7102
Motor Yacht,8,3,GRP,Used boat,Unknown,Finland,50K-150K,75000,Low (1-70),68,1900-1975,1971,7103
Deck Boat,9,3,Steel,new boat from stock,Unknown,Netherlands,lower_50K,29995,Low (1-70),68,2016-2020,2017,7104
Trawler,13,4,PVC,new boat from stock,Unknown,France,300K-1M,446760,Low (1-70),68,Unknown,2020,7105
Motor Yacht,12,4,GRP,new boat from stock,Unknown,Germany,300K-1M,380741,Low (1-70),68,Unknown,2020,7106
Motor Yacht,11,4,GRP,Used boat,Unknown,Italy,50K-150K,120000,Low (1-70),68,2001-2010,2003,7107
Motor Yacht,20,6,Unknown,new boat from stock,Unknown,Germany,Higher_1M,1794000,Low (1-70),68,Unknown,2020,7108
Motor Yacht,13,4,Steel,Used boat,Unknown,Netherlands,150K-300K,169500,Low (1-70),68,2001-2010,2004,7109
Cabin Boat,4,2,GRP,new boat from stock,Unknown,Germany,lower_50K,22500,Low (1-70),68,Unknown,2020,7110
Motor Yacht,11,3,Unknown,Used boat,Unknown,Germany,150K-300K,179000,Low (1-70),68,2011-2015,2010,7111
Hardtop,11,3,GRP,Used boat,Unknown,Croatia,150K-300K,199900,Low (1-70),68,2016-2020,2018,7112
Sport Boat,5,2,Unknown,new boat from stock,Unknown,Germany,lower_50K,20900,Low (1-70),68,2016-2020,2019,7113
Flybridge,10,3,PVC,Used boat,Unknown,France,50K-150K,69000,Low (1-70),68,2001-2010,2008,7114
Deck Boat,8,3,PVC,Used boat,Unknown,France,50K-150K,65000,Low (1-70),68,2011-2015,2014,7115
Flybridge,23,6,GRP,Used boat,Unknown,Turkey,300K-1M,652500,Low (1-70),68,2001-2010,2007,7116
Cabin Boat,5,2,Unknown,new boat from stock,Unknown,Denmark,Higher_1M,1320420,Low (1-70),68,Unknown,2020,7117
Motor Yacht,16,4,Steel,Used boat,Unknown,Netherlands,50K-150K,65000,Low (1-70),68,1900-1975,1923,7118
Flybridge,23,6,Unknown,Used boat,Unknown,Germany,Higher_1M,1399000,Low (1-70),68,2001-2010,2008,7119
Trawler,12,4,Steel,Used boat,Unknown,Netherlands,150K-300K,169900,Low (1-70),68,2001-2010,2001,7120
Motor Yacht,14,4,Unknown,Used boat,Unknown,Italy,150K-300K,193000,Low (1-70),68,2001-2010,2004,7121
Flybridge,13,4,PVC,Used boat,Unknown,France,150K-300K,189000,Low (1-70),68,2001-2010,2009,7122
Motor Yacht,24,6,GRP,Used boat,Unknown,Greece,Higher_1M,1050000,Low (1-70),68,2001-2010,2007,7123
Motor Yacht,16,4,Steel,Used boat,Unknown,Netherlands,150K-300K,169000,Low (1-70),67,1976-1990,1983,7124
Motor Yacht,15,4,GRP,Used boat,Unknown,Netherlands,300K-1M,415000,Low (1-70),67,2011-2015,2011,7125
Motor Yacht,16,5,Steel,Used boat,Unknown,United Kingdom,300K-1M,387150,Low (1-70),67,1991-2000,1998,7126
Cabin Boat,7,3,GRP,new boat on order,Unknown,Germany,lower_50K,49560,Low (1-70),67,Unknown,2020,7127
Motor Yacht,13,4,GRP,Used boat,Unknown,Croatia,150K-300K,279000,Low (1-70),67,2001-2010,2006,7128
Deck Boat,8,3,GRP,new boat from stock,Unknown,Italy,50K-150K,50200,Low (1-70),67,Unknown,2020,7129
Motor Yacht,26,6,GRP,Used boat,Unknown,France,Higher_1M,1750000,Low (1-70),67,2001-2010,2009,7130
Motor Yacht,9,3,GRP,new boat from stock,Unknown,Germany,150K-300K,180000,Low (1-70),67,Unknown,2020,7131
Sport Boat,10,3,Unknown,Used boat,Unknown,Italy,50K-150K,67000,Low (1-70),67,2001-2010,2008,7132
Pilothouse,8,3,PVC,Used boat,Unknown,France,50K-150K,59000,Low (1-70),67,2016-2020,2016,7133
Trawler,15,4,Steel,Used boat,Unknown,Netherlands,50K-150K,139000,Low (1-70),67,1976-1990,1987,7134
Motor Yacht,17,4,GRP,Used boat,Unknown,Greece,300K-1M,885000,Low (1-70),67,2016-2020,2017,7135
Motor Yacht,13,4,Steel,Used boat,Unknown,Netherlands,50K-150K,59500,Low (1-70),67,1976-1990,1978,7136
Motor Yacht,15,5,Steel,Used boat,Unknown,Netherlands,150K-300K,249500,Low (1-70),67,2001-2010,2002,7137
Flybridge,16,5,GRP,Used boat,Unknown,Croatia,150K-300K,299000,Low (1-70),67,2001-2010,2006,7138
Pilothouse,7,3,GRP,Used boat,Unknown,Croatia,lower_50K,33000,Low (1-70),67,2001-2010,2008,7139
Wakeboard/Wakesurf,6,2,PVC,new boat from stock,Unknown,France,50K-150K,72000,Low (1-70),67,2016-2020,2019,7140
Flybridge,12,4,Unknown,Used boat,Unknown,United Kingdom,lower_50K,47806.5,Low (1-70),67,1991-2000,1990,7141
House Boat,11,3,GRP,new boat from stock,Unknown,Germany,300K-1M,399000,Low (1-70),67,Unknown,2020,7142
Fishing Boat,4,2,Aluminium,new boat from stock,Unknown,Germany,lower_50K,5399,Low (1-70),67,2016-2020,2018,7143
Flybridge,14,4,PVC,Used boat,Unknown,France,150K-300K,200000,Low (1-70),67,2001-2010,2009,7144
Passenger boat,26,6,Steel,Used boat,Unknown,Netherlands,150K-300K,249500,Low (1-70),67,1976-1990,1985,7145
Deck Boat,7,3,GRP,Used boat,Unknown,Italy,lower_50K,32000,Low (1-70),67,2001-2010,2008,7146
Trawler,14,4,Steel,Used boat,Unknown,Netherlands,150K-300K,249500,Low (1-70),67,2011-2015,2011,7147
Flybridge,11,4,Unknown,Used boat,Unknown,France,50K-150K,115000,Low (1-70),67,2001-2010,2006,7148
Motor Yacht,10,3,PVC,Used boat,Unknown,United Kingdom,50K-150K,68730,Low (1-70),67,2001-2010,2008,7149
Hardtop,11,4,Unknown,Used boat,Unknown,Italy,50K-150K,138000,Low (1-70),67,2001-2010,2005,7150
Motor Yacht,20,5,GRP,Used boat,Unknown,Italy,300K-1M,730000,Low (1-70),67,2001-2010,2007,7151
Sport Boat,8,3,GRP,Used boat,Unknown,Italy,lower_50K,50000,Low (1-70),67,1991-2000,1999,7152
Motor Yacht,14,4,PVC,Used boat,Unknown,United Kingdom,150K-300K,230506.5,Low (1-70),67,2001-2010,2009,7153
Bowrider,8,3,Unknown,new boat from stock,Unknown,Spain,50K-150K,79950,Low (1-70),67,2016-2020,2019,7154
Trawler,17,4,Steel,Used boat,Unknown,Netherlands,150K-300K,249000,Low (1-70),67,2001-2010,2004,7155
Motor Yacht,16,5,Unknown,Used boat,Unknown,Malta,300K-1M,800000,Low (1-70),67,2016-2020,2018,7156
Cabin Boat,8,3,GRP,Used boat,Unknown,Croatia,50K-150K,57000,Low (1-70),67,2001-2010,2005,7157
Pilothouse,7,3,GRP,new boat from stock,Unknown,Germany,50K-150K,69999,Low (1-70),67,2016-2020,2019,7158
Cabin Boat,8,2,GRP,Display Model,Unknown,Germany,50K-150K,79900,Low (1-70),67,2016-2020,2017,7159
Passenger boat,25,5,Steel,Used boat,Unknown,Netherlands,50K-150K,139000,Low (1-70),67,1900-1975,1960,7160
Pilothouse,8,3,Unknown,Used boat,Unknown,France,50K-150K,57500,Low (1-70),67,2016-2020,2018,7161
Launch,4,1,Unknown,new boat from stock,Unknown,Denmark,300K-1M,708625.4,Low (1-70),67,Unknown,2020,7162
Flybridge,20,6,GRP,Used boat,Unknown,France,300K-1M,945000,Low (1-70),67,2001-2010,2007,7163
Motor Yacht,12,4,GRP,Used boat,Unknown,Croatia,50K-150K,60000,Low (1-70),67,1976-1990,1982,7164
Sport Boat,7,2,GRP,new boat from stock,Unknown,Germany,50K-150K,64490,Low (1-70),67,2016-2020,2019,7165
Motor Yacht,15,4,GRP,Used boat,Unknown,Spain,150K-300K,277000,Low (1-70),67,2001-2010,2008,7166
Trawler,11,4,PVC,Used boat,Unknown,Spain,50K-150K,99000,Low (1-70),67,2001-2010,2003,7167
Trawler,15,5,Unknown,Used boat,Unknown,Netherlands,150K-300K,189000,Low (1-70),67,2001-2010,2002,7168
Flybridge,18,5,PVC,Used boat,Unknown,France,300K-1M,500000,Low (1-70),67,2001-2010,2005,7169
Trawler,11,4,Steel,Used boat,Unknown,France,50K-150K,55000,Low (1-70),67,1976-1990,1988,7170
Trawler,8,3,Steel,Used boat,Unknown,Germany,lower_50K,8990,Low (1-70),67,1976-1990,1978,7171
Trawler,15,4,Steel,Used boat,Unknown,Netherlands,50K-150K,120000,Low (1-70),67,1991-2000,1992,7172
Pilothouse,8,3,GRP,Display Model,Unknown,Germany,50K-150K,59330,Low (1-70),67,2016-2020,2019,7173
Flybridge,16,5,GRP,Used boat,Unknown,Croatia,300K-1M,349000,Low (1-70),67,2001-2010,2008,7174
Motor Yacht,10,3,GRP,Used boat,Unknown,Spain,50K-150K,77500,Low (1-70),67,2001-2010,2007,7175
Sport Boat,6,3,GRP,new boat from stock,Unknown,Germany,lower_50K,49999,Low (1-70),67,2016-2020,2019,7176
Hardtop,13,4,PVC,Used boat,Unknown,Netherlands,300K-1M,329000,Low (1-70),67,2016-2020,2016,7177
Motor Yacht,8,3,GRP,Used boat,Unknown,Netherlands,50K-150K,148500,Low (1-70),67,2016-2020,2017,7178
Motor Yacht,11,3,GRP,Used boat,Unknown,Spain,150K-300K,189000,Low (1-70),67,2016-2020,2018,7179
Pilothouse,2,1,PVC,new boat from stock,Unknown,United Kingdom,50K-150K,55110.15,Low (1-70),67,Unknown,2020,7180
Flybridge,15,4,PVC,Used boat,Unknown,France,300K-1M,409000,Low (1-70),67,2016-2020,2016,7181
Hardtop,16,4,GRP,Used boat,Unknown,Spain,300K-1M,350000,Low (1-70),67,2001-2010,2005,7182
Flybridge,16,5,GRP,Used boat,Unknown,France,300K-1M,320000,Low (1-70),67,2001-2010,2003,7183
Flybridge,10,3,PVC,Used boat,Unknown,France,lower_50K,38000,Low (1-70),67,1976-1990,1989,7184
Pilothouse,9,3,Unknown,new boat from stock,Unknown,Germany,50K-150K,144900,Low (1-70),67,Unknown,2020,7185
Motor Yacht,20,5,Unknown,Used boat,Unknown,France,300K-1M,980000,Low (1-70),67,2011-2015,2012,7186
Motor Yacht,15,5,GRP,Used boat,Unknown,Germany,50K-150K,149900,Low (1-70),67,1991-2000,1992,7187
Motor Yacht,24,5,GRP,Used boat,Unknown,Turkey,300K-1M,495000,Low (1-70),67,1900-1975,1967,7188
Motor Yacht,10,3,GRP,Used boat,Unknown,Croatia,50K-150K,59900,Low (1-70),67,2001-2010,2008,7189
Motor Yacht,10,3,GRP,Used boat,Unknown,Italy,50K-150K,57000,Low (1-70),67,1991-2000,1998,7190
Pilothouse,11,4,PVC,Used boat,Unknown,France,50K-150K,59000,Low (1-70),67,1900-1975,1974,7191
